"AÑO","NAME","CANTIDAD"
1990,Parus caeruleus                              ,2
1986,Upupa epops                                  ,4
1987,Tringa nebularia                             ,14
1993,Upupa epops                                  ,2
1993,Streptopelia decaocto                        ,3
1992,Bubulcus ibis                                ,78
2007,Hirundo daurica                              ,6
1984,Calidris temminckii                          ,1
2004,Anthus trivialis                             ,2
2006,Ixobrychus minutus                           ,9
2015,Motacilla flava                              ,61
1989,Phylloscopus collybita                       ,753
1989,Acrocephalus schoenobaenus                   ,11
1994,Chlidonias hybridus                          ,2
1998,Garrulus glandarius                          ,1
2002,Athene noctua                                ,19
1994,Sula bassana                                 ,2
2004,Sylvia cantillans                            ,7
1984,Himantopus himantopus                        ,25
2001,Saxicola rubetra                             ,5
2002,Sylvia communis                              ,1
2004,Charadrius alexandrinus                      ,13
2012,Falco tinnunculus                            ,32
2016,Riparia riparia                              ,28
2017,Phylloscopus collybita                       ,95
2020,Certhia brachydactyla                        ,4
1988,Motacilla flava flava                        ,5
1998,Aegithalos caudatus                          ,4
1996,Phylloscopus trochilus                       ,4
1987,Passer domesticus                            ,7
1990,Acrocephalus arundinaceus                    ,18
1988,Upupa epops                                  ,7
2009,Turdus merula                                ,149
2007,Otus scops                                   ,1
1994,Aythya ferina                                ,58
1990,Asio otus                                    ,2
2008,Charadrius dubius                            ,97
2005,Sylvia melanocephala                         ,130
2009,Serinus serinus                              ,601
1988,Phoenicopterus ruber                         ,1
2019,Columba livia                                ,2
2019,Columba palumbus                             ,1
2019,Acrocephalus schoenobaenus                   ,10
2019,Alcedo atthis                                ,13
2019,Carduelis carduelis                          ,4
1985,Anilla destruida o perdida                   ,44
1987,Locustella luscinioides                      ,1
1994,Fringilla coelebs                            ,3
